Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1041376,6308,26652,-9840,29025,9071,32767
1041388,5736,26792,-9516,28528,12835,32767
1041400,4980,25868,-8568,27690,17331,32767
1041412,3124,24344,-9412,27057,21887,32767
1041424,1320,22808,-9356,25278,25284,32767
1041441,672,20040,-10352,21670,30633,32767
1041453,1732,19420,-11456,19268,32754,32767
1041465,4772,20108,-14584,17847,32599,32767
1041477,7004,22400,-17260,16418,27959,32767
1041489,3280,24452,-18372,14368,18429,32767
1041501,-5252,24788,-17892,11886,9617,32767
1041513,-15452,24672,-15184,9941,5919,32767
1041525,-24556,24592,-13680,9700,10442,32130
1041537,-30464,24044,-15440,10884,22084,29111
1041549,-32488,23608,-18084,12471,32767,29126
1041565,-28220,21680,-18312,12089,32767,27394
1041577,-22260,19440,-19436,9787,32767,23405
1041589,-14820,18740,-20576,6636,32767,19934
1041603,-9912,16996,-19872,3043,27348,18945
1041615,-10772,14936,-17944,419,16002,17839
1041627,-15396,10472,-14992,-3249,3226,14540
1041639,-13700,15548,-12484,-5815,-9502,12913
1041651,-21052,8184,-12128,-9356,-20246,11375
1041663,-27940,4748,-10956,-8873,-20579,10616
1041675,-32768,2648,-9680,-7395,-15859,10953
1041691,-32768,4136,-10984,-4650,-2309,9401
1041703,-31560,4224,-9720,-3813,5256,6311
1041715,-26800,4836,-11108,-2674,10051,3560
1041729,-23380,3636,-14116,-599,14387,725
1041741,-13372,1700,-15516,-17,18506,136
1041753,-12520,472,-14228,-63,16460,406
1041765,-8232,-344,-13056,-102,14997,-170
1041777,-5476,-1032,-10984,-1808,12536,-2089
1041789,-2276,-1692,-11528,-3303,9058,-2472
1041801,564,-2008,-11516,-4781,6047,-817
1041817,-308,-3236,-12244,-6957,-244,2369
1041829,176,-2248,-12516,-7955,-3694,1749
1041841,-1300,-484,-12916,-9134,-5529,747
1041853,-808,1464,-12300,-9456,-6282,1670
1041865,-2296,2676,-12228,-9561,-6339,2347
1041877,-3724,2588,-13080,-9551,-4848,1477
1041891,-3052,5756,-12992,-9970,-3410,-627
1041903,-2596,6808,-14132,-9684,-2863,-1362
1041915,-1572,8720,-14476,-9641,-1115,-1657
